,track_name,artist_name,cm_id,label,release_date,rank,weekly_posts,add_date,velocity,pre_rank,peak_rank,peak_date,time_on_chart,rank_week_start,weekly_posts_start,week_start_date,rank_week_end,weekly_posts_end,week_end_date
0,Tap In,Saweetie,29830029.0,ICY/Artistry Records/Warner Records,2020-06-17 00:00:00+00:00,1,1100000,2020-08-01 00:00:00+00:00,0.428571428571429,1,1,2020-07-30 00:00:00+00:00,22,4,863000,2020-07-25 00:00:00+00:00,1,1100000,2020-08-01 00:00:00+00:00
1,Rags2Riches (feat. ATR Son Son),Rod Wave,28915328.0,Alamo Records,2020-04-03 00:00:00+00:00,2,900000,2020-08-01 00:00:00+00:00,-0.142857142857143,2,1,2020-07-21 00:00:00+00:00,49,1,1100000,2020-07-25 00:00:00+00:00,2,900000,2020-08-01 00:00:00+00:00
2,Coño (feat. Jhorrmountain x Adje),Puri,20146009.0,Spinnin' Records,2018-07-06 00:00:00+00:00,3,800000,2020-08-01 00:00:00+00:00,-0.142857142857143,3,1,2020-06-02 00:00:00+00:00,110,2,1000000,2020-07-25 00:00:00+00:00,3,800000,2020-08-01 00:00:00+00:00
3,How You Like That,BLACKPINK,29924495.0,YG Entertainment/Interscope Records,2020-06-26 00:00:00+00:00,4,700000,2020-08-01 00:00:00+00:00,0.714285714285714,6,3,2020-08-02 00:00:00+00:00,31,9,700000,2020-07-25 00:00:00+00:00,4,700000,2020-08-01 00:00:00+00:00
4,What If (I Told You I Like You),Johnny Orlando & Mackenzie Ziegler,19251938.0,"UMG Recordings, Inc.",2018-06-15 00:00:00+00:00,5,700000,2020-08-01 00:00:00+00:00,0.428571428571429,5,3,2020-08-05 00:00:00+00:00,103,8,800000,2020-07-25 00:00:00+00:00,5,700000,2020-08-01 00:00:00+00:00
5,Wet (She Got That…) - Slowed,YFN Lucci,28501289.0,"Think It's A Game Entertainment, LLC",2020-02-14 00:00:00+00:00,6,700000,2020-08-01 00:00:00+00:00,0.714285714285714,4,4,2020-07-31 00:00:00+00:00,23,11,600000,2020-07-25 00:00:00+00:00,6,700000,2020-08-01 00:00:00+00:00
6,"Agua (Music from ""Sponge on the Run"" Movie)",Tainy & J Balvin,30056169.0,Tainy / Interscope PS,2020-07-09 00:00:00+00:00,7,670100,2020-08-01 00:00:00+00:00,1.14285714285714,7,5,2020-08-04 00:00:00+00:00,18,15,516000,2020-07-25 00:00:00+00:00,7,670100,2020-08-01 00:00:00+00:00
7,Dream Girl,Ir Sais,16928605.0,Ir-sais,2017-09-27 00:00:00+00:00,8,600000,2020-08-01 00:00:00+00:00,-0.142857142857143,8,1,2020-07-03 00:00:00+00:00,74,7,800000,2020-07-25 00:00:00+00:00,8,600000,2020-08-01 00:00:00+00:00
8,TKN,ROSALÍA & Travis Scott,29592223.0,Columbia,2020-05-28 00:00:00+00:00,9,500000,2020-08-01 00:00:00+00:00,1.14285714285714,14,9,2020-08-01 00:00:00+00:00,45,17,500000,2020-07-25 00:00:00+00:00,9,500000,2020-08-01 00:00:00+00:00
9,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,24879479.0,S-Curve Records,2019-08-16 00:00:00+00:00,10,500000,2020-08-01 00:00:00+00:00,0.428571428571429,12,1,2020-06-10 00:00:00+00:00,75,13,600000,2020-07-25 00:00:00+00:00,10,500000,2020-08-01 00:00:00+00:00
